Merk,ModelName,Tipe,Transmisi,Tahun,min_price,avg_price,max_price,count,KodeDaerah,lokasi,kilometer2
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,100000000,100000000.0,100000000,1,H,PONTIANAK,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,115000000,115000000.0,115000000,1,H,SEMARANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,116500000,116500000.0,116500000,1,H,SEMARANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,103500000,106000000.0,108500000,2,H,SEMARANG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,113500000,113500000.0,113500000,1,K,SEMARANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,120500000,122500000.0,124500000,2,KB,PONTIANAK,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,82000000,98166666.67,109500000,3,KB,PONTIANAK,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,124000000,124000000.0,124000000,1,KH,BALIKPAPAN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,97000000,118950000.0,135000000,10,KH,BANJARMASIN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,107000000,114333333.33,122500000,3,KH,BANJARMASIN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,95500000,107750000.0,120000000,2,KH,BANJARMASIN,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,105000000,105000000.0,105000000,1,KH,BANJARMASIN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,117000000,117000000.0,117000000,1,KH,JOGJA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,100000000,117062500.0,128500000,8,KH,PALANGKARAYA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,95000000,116875000.0,126500000,4,KH,PALANGKARAYA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,129500000,130250000.0,131000000,2,KH,PALANGKARAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,103000000,106000000.0,110000000,3,KH,PALANGKARAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,103000000,103000000.0,103000000,1,KH,PONTIANAK,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,55000000,105375000.0,125500000,4,KH,SAMPIT,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,116000000,116000000.0,116000000,1,KH,SAMPIT,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,80000000,97500000.0,115000000,2,KH,SAMPIT,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,105000000,110000000.0,115000000,2,KT,BALIKPAPAN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,110500000,110500000.0,110500000,1,KT,SAMARINDA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,110500000,110500000.0,110500000,1,KT,SAMARINDA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,127500000,127500000.0,127500000,1,KT,SAMARINDA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,120500000,120500000.0,120500000,1,L,SURABAYA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,110500000,110500000.0,110500000,1,L,SURABAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,111500000,111500000.0,111500000,1,N,SURABAYA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,119000000,119000000.0,119000000,1,PA,MAKASSAR,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,120500000,120500000.0,120500000,1,PA,MAKASSAR,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,113000000,113000000.0,113000000,1,W,SURABAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,85000000,85000000.0,85000000,1,Z,BALIKPAPAN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2023,107500000,107500000.0,107500000,1,Z,BANDUNG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115500000,115500000.0,115500000,1,A,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,119500000,119500000.0,119500000,1,AB,JOGJA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,1,AB,YOGYAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,113000000,113000000.0,113000000,1,AG,SURABAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,106500000,112250000.0,118000000,4,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,113000000,113000000.0,113000000,1,B,JAKARTA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,117000000,121250000.0,126000000,4,B,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,93000000,105750000.0,118500000,2,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,117500000.0,120000000,2,BA,PADANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120000000,120000000.0,120000000,1,BA,PADANG,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,1,BA,PADANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120000000,120000000.0,120000000,1,BA,PEKANBARU,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,116750000.0,118500000,2,BA,PEKANBARU,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,118000000,118000000.0,118000000,1,BD,BENGKULU,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120000000,120000000.0,120000000,1,BD,BENGKULU,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,1,BE,LAMPUNG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,121500000,121500000.0,121500000,1,BE,PALEMBANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120000000,120000000.0,120000000,1,BE,PALEMBANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,125000000,125000000.0,125000000,1,BG,BENGKULU,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,111000000,111000000.0,111000000,1,BG,JAKARTA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,129500000,129500000.0,129500000,1,BG,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,122583333.33,125500000,6,BG,PALEMBANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,124500000,132000000.0,136500000,3,BG,PALEMBANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120000000,122500000.0,125000000,2,BH,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,114000000,119750000.0,125500000,2,BH,JAMBI,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,107000000,118100000.0,121500000,5,BH,JAMBI,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,116000000,119800000.0,122500000,5,BH,JAMBI,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,125000000,125000000.0,125000000,1,BH,PALEMBANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,121500000,121500000.0,121500000,1,BH,PALEMBANG,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,117000000,117000000.0,117000000,1,BK,MEDAN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,130500000,130500000.0,130500000,1,BK,MEDAN,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110500000,114500000.0,118500000,2,BK,MEDAN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,117166666.67,121500000,3,BM,PEKANBARU,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,117000000,117000000.0,117000000,1,BM,PEKANBARU,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,124500000,127666666.67,133000000,3,BM,PEKANBARU,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,92000000,98500000.0,105000000,2,BM,PEKANBARU,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,130000000,130000000.0,130000000,1,BN,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,120500000,120500000.0,120500000,1,BN,JAMBI,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,124000000,124000000.0,124000000,1,BN,PALEMBANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,118500000,118500000.0,118500000,1,BN,PINANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,127000000,127000000.0,127000000,1,BN,PINANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,115000000.0,115000000,1,BP,BATAM,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,122000000,122000000.0,122000000,1,BP,BATAM,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,90000000,90000000.0,90000000,1,BP,BATAM,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,112500000,117000000.0,121500000,2,D,BANDUNG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,95000000,110500000.0,121500000,3,D,BANDUNG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,2,D,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,107000000,120600000.0,132500000,5,DA,BANJARMASIN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,114000000,117750000.0,121500000,2,DA,BANJARMASIN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,127500000,129333333.33,130500000,3,DA,BANJARMASIN,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,114000000,121500000.0,127500000,3,DA,BANJARMASIN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,116000000,116000000.0,116000000,1,DA,SAMARINDA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,134000000,134000000.0,134000000,1,DB,MANADO,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,141000000,141000000.0,141000000,1,DB,MANADO,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,132000000,132000000.0,132000000,1,DD,MAKASAR,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,125000000,125000000.0,125000000,1,DD,MAKASSAR,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,143000000,143000000.0,143000000,1,DD,MAKASSAR,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,119500000,119500000.0,119500000,1,DD,MAKASSAR,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,128000000,128000000.0,128000000,1,DD,MANADO,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,115000000.0,115000000,1,DE,MAKASSAR,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,85000000,110333333.33,126000000,3,DN,MAKASSAR,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,126000000,126000000.0,126000000,1,DR,SURABAYA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,125000000,125000000.0,125000000,1,DR,SURABAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,130000000,130000000.0,130000000,1,DT,MAKASSAR,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,133000000,133000000.0,133000000,1,DT,MAKASSAR,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,115000000.0,115000000,1,E,CIREBON,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,119000000,119500000.0,120000000,2,F,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,1,F,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,108000000,108000000.0,108000000,1,G,TEGAL,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,115000000.0,115000000,1,H,SEMARANG,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,112000000,115166666.67,117500000,3,H,SEMARANG,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110500000,110500000.0,110500000,1,K,JOGJA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,123000000.0,130000000,6,KB,PONTIANAK,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,90000000,112250000.0,134500000,2,KB,PONTIANAK,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,72500000,112250000.0,132000000,4,KB,PONTIANAK,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,100000000,100000000.0,100000000,1,KB,PONTIANAK,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,100000000,119300000.0,132000000,5,KH,BANJARMASIN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,128500000,128500000.0,128500000,1,KH,BANJARMASIN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,122750000.0,130500000,2,KH,BANJARMASIN,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,103000000,118900000.0,137500000,5,KH,PALANGKARAYA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,114000000,117000000.0,120000000,2,KH,PALANGKARAYA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,107500000,123916666.67,132500000,6,KH,PALANGKARAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,100000000,111666666.67,118000000,3,KH,PALANGKARAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,93000000,115857142.86,138000000,14,KH,SAMPIT,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,75000000,113000000.0,126000000,6,KH,SAMPIT,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,118000000,118000000.0,118000000,1,KH,SAMPIT,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,116500000,116500000.0,116500000,1,KH,SAMPIT,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,100000000,100000000.0,100000000,1,KT,BALIKPAPAN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,102500000,102500000.0,102500000,1,KT,BALIKPAPAN,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,95000000,111500000.0,128000000,2,KT,BALIKPAPAN,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,105500000,112750000.0,120000000,2,KT,BALIKPAPAN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,108000000,115000000.0,122000000,2,KT,SAMARINDA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,111000000,115750000.0,120500000,2,KT,SAMARINDA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,107500000,113750000.0,120000000,2,KT,SAMARINDA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,115000000.0,115000000,1,L,SURABAYA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,124500000,124500000.0,124500000,1,L,SURABAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,114500000,114500000.0,114500000,1,N,DENPASAR,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,110000000,110000000.0,110000000,1,P,JOGJA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,124500000,124500000.0,124500000,1,R,TEGAL,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,115000000,117750000.0,120500000,2,T,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2024,122000000,122000000.0,122000000,1,W,SURABAYA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,125000000,128500000.0,132000000,2,BA,PADANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,128000000,128000000.0,128000000,1,BH,JAMBI,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,128000000,128000000.0,128000000,1,BH,JAMBI,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,102000000,102000000.0,102000000,1,BP,BATAM,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,128500000,128500000.0,128500000,1,DA,BANJARMASIN,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,134500000,134500000.0,134500000,1,DT,KENDARI,>50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,123500000,123500000.0,123500000,1,DT,MAKASSAR,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,128000000,128000000.0,128000000,1,H,SEMARANG,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,132000000,132000000.0,132000000,1,KB,PONTIANAK,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,128000000,128000000.0,128000000,1,KH,SAMPIT,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,130500000,137250000.0,144000000,2,KH,SAMPIT,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,127000000,127000000.0,127000000,1,KT,SAMARINDA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,110000000,110000000.0,110000000,1,KT,SAMARINDA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,118000000,118000000.0,118000000,1,KT,SAMARINDA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,MANUAL,2025,120000000,120000000.0,120000000,1,KU,SAMARINDA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 R MT STD,MANUAL,2024,111000000,111000000.0,111000000,1,AA,JOGJA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 R MT STD,MANUAL,2024,115000000,115000000.0,115000000,1,KH,SAMPIT,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2017,55000000,55000000.0,55000000,2,DD,MAKASAR,<10k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2017,65000000,65000000.0,65000000,1,F,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2018,76000000,76000000.0,76000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2018,73000000,73000000.0,73000000,1,BP,BATAM,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2021,77500000,77500000.0,77500000,1,KB,PONTIANAK,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2022,111500000,111500000.0,111500000,1,AG,SURABAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2022,100000000,100000000.0,100000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2023,101500000,108500000.0,115500000,2,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2023,112000000,116666666.67,126000000,3,B,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2023,105500000,105500000.0,105500000,1,B,PALEMBANG,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2023,115000000,115000000.0,115000000,1,DP,MAKASSAR,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2024,123000000,123000000.0,123000000,1,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2024,120500000,120500000.0,120500000,1,KH,SAMPIT,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT,AUTOMATIC,2024,120500000,120500000.0,120500000,1,W,SURABAYA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT DLX,AUTOMATIC,2016,79000000,79000000.0,79000000,1,DR,SURABAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT DLX MC,AUTOMATIC,2024,118000000,118000000.0,118000000,1,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT DLX MC,AUTOMATIC,2024,103000000,103250000.0,103500000,2,B,JAKARTA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT DLX MC,AUTOMATIC,2024,93000000,93000000.0,93000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2022,85000000,85000000.0,85000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2022,87000000,87000000.0,87000000,1,D,BANDUNG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2022,105000000,105000000.0,105000000,1,P,SURABAYA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2023,95000000,95000000.0,95000000,1,B,BANDUNG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2023,86500000,86500000.0,86500000,1,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2023,103000000,103000000.0,103000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2023,110000000,110000000.0,110000000,1,BM,PEKANBARU,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,104000000,104000000.0,104000000,1,B,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,90500000,90500000.0,90500000,1,B,JAKARTA,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,124500000,124500000.0,124500000,1,B,JAKARTA,<10k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,95500000,95500000.0,95500000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,95000000,95000000.0,95000000,1,BH,JAMBI,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,113500000,113500000.0,113500000,1,DD,MAKASAR,30k-50k
DAIHATSU,SIGRA,SIGRA 1.2 X AT MC,AUTOMATIC,2024,111500000,111500000.0,111500000,1,F,JAKARTA,10k-30k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2016,88000000,88000000.0,88000000,1,L,SURABAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2017,68500000,68500000.0,68500000,1,A,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2017,82000000,82000000.0,82000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2017,72500000,72500000.0,72500000,1,B,SEMARANG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2018,77000000,77000000.0,77000000,1,L,SURABAYA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2019,75000000,75000000.0,75000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2019,50000000,50000000.0,50000000,1,B,PADANG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2019,83000000,83000000.0,83000000,1,DB,MAKASAR,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2020,79000000,79000000.0,79000000,1,AE,SEMARANG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2021,67000000,67000000.0,67000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2021,96500000,96500000.0,96500000,1,BG,PALEMBANG,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2021,66000000,66000000.0,66000000,1,BK,MEDAN,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2021,85500000,85500000.0,85500000,1,BM,PEKANBARU,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2022,90000000,90000000.0,90000000,1,B,JAKARTA,>50k
DAIHATSU,SIGRA,SIGRA 1.2 X MT,MANUAL,2022,90000000,90000000.0,90000000,1,B,JAMBI,>50k
